Refund_ID,Return_ID,Refund_Date,Refund_Amount,Refund_Status
951657,901657,2024-11-28,53946.16,Processed
951658,901658,2024-09-05,975.98,pending
951659,901659,2024-06-23,8014.22,Failed
951660,901660,2024-03-18,3518.03,processed
951661,901661,2024-09-09,0.0,pending
951662,901662,2024-05-24,657.55,
951663,901663,2024-04-12,2306.42,pending
951664,901664,2025-09-08,506.76,
951665,901665,2025-12-23,949.94,Failed
951666,901666,2024-04-27,10999.49,Processed
951667,901667,2025-01-08,2189.7,Pending
951668,901668,2025-04-08,10825.4,processed
951669,901669,2024-06-13,14975.47,Failed
951670,901670,2024-10-26,32356.62,Pending
951671,901671,2024-04-09,9960.99,Pending
951672,901672,2025-01-17,8509.79,pending
951673,901673,2024-08-17,3648.29,Processed
951674,901674,2025-01-13,5007.18,pending
951675,901675,2024-07-14,10025.96,Failed
951676,901676,2024-02-17,1729.48,pending
951677,901677,2025-01-15,239.51,pending
951678,901678,2025-08-13,3903.86,Processed
951679,901679,2025-11-12,2401.28,Processed
951680,901680,2025-09-18,9827.67,processed
951681,901681,2025-09-19,2007.13,Failed
951682,901682,2025-05-21,550.7,Processed
951683,901683,2025-10-30,1351.26,
951684,901684,2024-08-04,781.64,
951685,901685,2025-03-10,600.74,pending
951686,901686,2024-09-02,10081.97,Failed
951687,901687,2024-08-18,1916.86,processed
951688,901688,2025-04-10,9519.45,
951689,901689,2025-01-09,1301.53,processed
951690,901690,2024-10-21,661.84,Failed
951691,901691,2024-03-03,1848.71,pending
951692,901692,2024-09-03,2648.33,Processed
951693,901693,2025-09-07,5208.39,Pending
951694,901694,2024-07-26,273.92,Processed
951695,901695,2025-05-11,912.31,Failed
951696,901696,2025-03-10,2157.56,Failed
951697,901697,2024-03-23,1244.42,Pending
951698,901698,2025-11-16,2819.72,Failed
951699,901699,2025-07-22,497.18,
951700,901700,2024-12-25,7503.17,pending
951701,901701,2025-11-03,5401.36,Pending
951702,901702,2024-10-10,3674.25,
951703,901703,2025-05-05,10211.15,Failed
951704,901704,2024-02-23,313.47,pending
951705,901705,2025-01-16,3452.28,processed
951706,901706,2025-03-31,12682.16,Failed
951707,901707,2025-01-12,2247.39,pending
951708,901708,2025-09-04,7880.04,
951709,901709,2024-07-26,5679.32,
951710,901710,2025-12-23,1037.9,pending
951711,901711,2024-11-09,7029.47,
951712,901712,2025-06-24,1285.43,Processed
951713,901713,2025-06-22,2431.96,Processed
951714,901714,2024-05-27,1955113.19,
951715,901715,2024-07-07,917.18,pending
951716,901716,2024-09-13,7419.12,processed
951717,901717,2025-07-19,5504.66,pending
951718,901718,2025-07-12,456.65,Processed
951719,901719,2025-01-18,7918.43,Pending
951720,901720,2025-02-18,34293.72,pending
951721,901721,2024-02-20,9299.23,processed
951722,901722,2024-11-04,5997.97,Processed
951723,901723,2025-01-23,9015.24,Failed
951724,901724,2025-05-25,2359.64,
951725,901725,2024-07-03,7050.49,Failed
951726,901726,2026-01-07,0.0,processed
951727,901727,2024-10-29,3845.97,Pending
951728,901728,2025-09-12,10836.56,Processed
951729,901729,2025-06-30,3810783.65,Processed
951730,901730,2024-06-16,5262.63,pending
951731,901731,2025-05-04,2365.68,processed
951732,901732,2024-06-21,4512.05,pending
951733,901733,2024-01-22,27299.83,Pending
951734,901734,2025-12-15,765.86,Pending
951735,901735,2025-08-22,5116.55,Failed
951736,901736,2024-12-06,1902.04,processed
951737,901737,2024-06-23,5302.62,Pending
951738,901738,2024-07-22,434.7,
951739,901739,2025-11-17,1381908.19,Failed
951740,901740,2024-07-19,702.37,
951741,901741,2025-12-20,12814.94,Processed
951742,901742,2025-10-09,966.25,Failed
951743,901743,2025-12-10,4725.46,
951744,901744,2024-08-22,2049.16,
951745,901745,2024-07-21,5457.06,Failed
951746,901746,2024-04-20,1566.85,Processed
951747,901747,2025-06-25,19517.53,pending
951748,901748,2025-04-22,2859.73,Pending
951749,901749,2025-09-15,4212.79,Pending
951750,901750,2024-02-12,9221.16,Failed
951751,901751,2024-12-15,5160.5,Processed
951752,901752,2024-10-25,2431.49,Pending
951753,901753,2024-07-20,7412.23,pending
951754,901754,2025-01-01,6241.96,
951755,901755,2025-07-01,403.2,pending
951756,901756,2024-09-27,5589.9,Failed
951757,901757,2025-06-03,2176.11,pending
951758,901758,2024-10-31,2343.57,
951759,901759,2024-04-22,3366.45,pending
951760,901760,2025-02-03,15511.72,pending
951761,901761,2025-11-20,11657.28,processed
951762,901762,2024-07-28,5410.88,
951763,901763,2025-08-06,6161.84,Failed
951764,901764,2024-07-23,2044.92,Failed
951765,901765,2025-01-27,8756.17,Processed
951766,901766,2024-08-23,4432.07,Processed
951767,901767,2024-08-06,2445.95,
951768,901768,2025-01-08,2699.02,pending
951769,901769,2024-02-23,3843.02,Processed
951770,901770,2024-01-31,1916.19,Failed
951771,901771,2025-09-19,12922.25,processed
951772,901772,2025-07-15,201.57,processed
951773,901773,2024-11-12,663.06,Pending
951774,901774,2025-07-12,2149.75,pending
951775,901775,2025-01-19,34516.69,Pending
951776,901776,2025-11-13,4907.77,Processed
951777,901777,2025-06-04,2547.41,
951778,901778,2024-06-25,4006.09,pending
951779,901779,2024-05-27,1192.95,Failed
951780,901780,2024-11-26,691.98,pending
951781,901781,2025-03-03,2551.67,Failed
951782,901782,2024-10-18,5406.87,Failed
951783,901783,2024-03-23,6999.14,processed
951784,901784,2025-12-30,8734.7,processed
951785,901785,2025-06-30,6676.18,
951786,901786,2025-05-12,11005.96,Failed
951787,901787,2025-04-25,382.84,processed
951788,901788,2025-12-12,2725.12,Pending
951789,901789,2026-01-11,5077.52,Pending
951790,901790,2024-08-20,974.56,processed
951791,901791,2025-07-07,5597.75,
951792,901792,2025-08-05,10826.4,Failed
951793,901793,2025-01-14,7178.32,processed
951794,901794,2024-11-07,8237.88,Failed
951795,901795,2024-03-17,5095.63,Processed
951796,901796,2024-05-31,16649.88,pending
951797,901797,2024-08-01,17540.16,Failed
951798,901798,2025-11-09,1365.07,processed
951799,901799,2025-09-06,3472.91,
951800,901800,2025-05-29,1045.55,pending
951801,901801,2025-02-21,43577.26,Processed
951802,901802,2024-05-15,1836.73,Failed
951803,901803,2024-01-17,4767.54,Pending
951804,901804,2024-06-19,1782.41,processed
951805,901805,2025-07-01,4053.75,processed
951806,901806,2024-02-21,3333.47,Processed
951807,901807,2026-01-18,1727.88,Failed
951808,901808,2024-02-10,5943.9,Pending
951809,901809,2024-03-21,2673.49,pending
951810,901810,2025-10-11,5698.4,
951811,901811,2025-04-02,4219.57,Pending
951812,901812,2025-05-11,9203.83,
951813,901813,2024-09-27,643.46,
951814,901814,2024-05-22,2192.5,Failed
951815,901815,2024-09-16,599.04,processed
951816,901816,2024-08-27,448.63,pending
951817,901817,2024-10-31,31679.38,Processed
951818,901818,2024-11-24,3394.85,Processed
951819,901819,2024-08-15,2825.57,processed
951820,901820,2025-04-19,1744.6,
951821,901821,2025-05-13,4046.04,Processed
951822,901822,2025-01-23,1733.49,Failed
951823,901823,2025-12-04,2246.28,Processed
951824,901824,2025-08-06,0.0,
951825,901825,2024-09-25,8558.11,
951826,901826,2024-06-28,1239.04,Processed
951827,901827,2024-01-06,714.02,Pending
951828,901828,2024-10-05,3641.72,Processed
951829,901829,2025-09-14,1848.59,
951830,901830,2025-02-07,1139.45,Failed
951831,901831,2025-11-19,9886.04,Failed
951832,901832,2025-12-05,3737.35,Pending
951833,901833,2024-02-12,207.01,pending
951834,901834,2024-04-04,4627.98,Pending
951835,901835,2025-05-19,14597.94,processed
951836,901836,2024-11-26,943.39,Processed
951837,901837,2024-11-13,1052.94,pending
951838,901838,2024-05-11,339.37,Processed
951839,901839,2025-10-21,2273.06,pending
951840,901840,2025-07-17,9182.14,Processed
951841,901841,2024-03-09,7745.6,Failed
951842,901842,2025-03-18,37790.37,pending
951843,901843,2026-01-01,17353.11,pending
951844,901844,2025-08-24,6226.96,Processed
951845,901845,2024-12-02,15476.27,processed
951846,901846,2025-03-15,5146.03,pending
951847,901847,2025-03-06,1714.92,Failed
951848,901848,2024-03-12,7288.46,pending
951849,901849,2025-11-06,16693.76,
951850,901850,2024-11-01,681.57,Processed
951851,901851,2025-02-28,1173.27,processed
951852,901852,2024-11-06,2193771.21,
951853,901853,2025-01-13,6248.59,processed
951854,901854,2025-05-05,1772.73,Processed
951855,901855,2024-07-04,15735.26,Failed
951856,901856,2025-04-29,3769.29,
951857,901857,2025-12-02,6198.67,
951858,901858,2024-12-14,1598.83,processed
951859,901859,2024-06-30,2586615.54,pending
951860,901860,2025-07-08,8821.52,Processed
951861,901861,2024-07-09,19983.33,Pending
951862,901862,2025-06-29,314.88,processed
951863,901863,2024-11-16,27148.65,processed
951864,901864,2024-10-02,0.0,processed
951865,901865,2025-02-15,6179.09,
951866,901866,2024-10-12,895.94,
951867,901867,2024-12-27,1214.06,Pending
951868,901868,2024-02-12,4196.5,Failed
951869,901869,2024-11-22,2231.11,Processed
951870,901870,2024-12-14,4192.51,Pending
951871,901871,2024-09-03,0.0,Failed
951872,901872,2025-01-12,14187.11,Failed
951873,901873,2025-06-04,2832.43,pending
951874,901874,2024-09-06,6495.52,processed
951875,901875,2025-01-31,2031.65,pending
951876,901876,2025-08-09,2148.7,
951877,901877,2025-06-11,9595.26,pending
951878,901878,2024-07-31,7775.97,Failed
951879,901879,2025-04-18,357.46,
951880,901880,2025-03-20,1025.19,Processed
951881,901881,2024-02-03,2389.52,Pending
951882,901882,2025-12-07,537.12,processed
951883,901883,2024-08-11,7632.27,processed
951884,901884,2024-04-02,634.89,pending
951885,901885,2025-01-29,4676.53,pending
951886,901886,2024-07-25,4807.35,Pending
951887,901887,2024-08-27,2552.78,Processed
951888,901888,2025-01-07,1341.42,pending
951889,901889,2025-12-28,3371.55,processed
951890,901890,2025-09-16,4957.33,processed
951891,901891,2025-07-19,1229.15,Failed
951892,901892,2024-11-24,740.02,pending
951893,901893,2025-09-06,5398.8,Pending
951894,901894,2024-03-30,4889.75,Failed
951895,901895,2024-11-30,267.38,
951896,901896,2025-03-27,8589.18,processed
951897,901897,2025-11-30,6387.44,pending
951898,901898,2025-03-16,4066.59,Pending
951899,901899,2024-05-23,812.76,Failed
951900,901900,2025-11-13,1907.4,processed
951901,901901,2025-07-24,4665.69,Pending
951902,901902,2025-11-14,2054.64,processed
951903,901903,2024-09-10,1587.82,processed
951904,901904,2025-12-31,4774.23,Failed
951905,901905,2026-01-04,0.0,Failed
951906,901906,2025-08-20,2300.37,Failed
951907,901907,2025-11-05,2523.08,processed
951908,901908,2024-05-24,20221.04,processed
951909,901909,2025-12-21,2131.82,
951910,901910,2025-01-28,2004.65,Failed
951911,901911,2024-03-09,5567.98,Pending
951912,901912,2024-03-12,4651.7,Pending
951913,901913,2024-11-18,8453.11,Processed
951914,901914,2025-04-19,4426.7,Pending
951915,901915,2024-12-02,3807.05,Failed
951916,901916,2025-08-29,2646.86,processed
951917,901917,2024-10-05,30607.67,
951918,901918,2025-05-20,2191.25,Processed
951919,901919,2025-07-16,1191.61,pending
951920,901920,2025-06-14,1647.64,Processed
951921,901921,2024-04-17,3014.79,pending
951922,901922,2025-10-30,1101.42,Failed
951923,901923,2024-09-30,2035.38,pending
951924,901924,2025-09-14,3033.87,Failed
951925,901925,2024-08-18,1252.76,Pending
951926,901926,2025-01-07,8170.94,Pending
951927,901927,2025-09-08,7567.13,
951928,901928,2024-02-18,1575.71,Pending
951929,901929,2024-12-08,2703.85,processed
951930,901930,2024-07-02,478.25,Pending
951931,901931,2025-06-13,890.6,pending
951932,901932,2024-11-04,1354.1,Failed
951933,901933,2024-05-20,4257.19,
951934,901934,2024-08-08,7954.91,Processed
951935,901935,2025-08-06,3415.31,
951936,901936,2025-02-24,6641.47,Processed
951937,901937,2025-03-21,1594.39,
951938,901938,2025-07-24,2130.25,Processed
951939,901939,2024-08-30,1990.1,pending
951940,901940,2025-07-05,2782.41,Processed
951941,901941,2025-01-06,6023.99,Failed
951942,901942,2025-11-30,8520.94,
951943,901943,2024-12-31,7511.4,processed
951944,901944,2025-07-06,28488.87,Failed
951945,901945,2025-10-10,1733.47,
951946,901946,2025-02-07,2089.69,
951947,901947,2025-10-26,21724.15,Processed
951948,901948,2025-11-29,3764.09,
951949,901949,2024-05-13,6445.73,Processed
951950,901950,2025-09-03,2672.35,pending
951951,901951,2024-06-16,3660.39,Pending
951952,901952,2024-09-21,2006.53,Processed
951953,901953,2025-08-02,238.5,processed
951954,901954,2025-04-14,1659.09,pending
951955,901955,2025-06-01,804.41,
951956,901956,2025-11-23,11834.21,processed
951957,901957,2025-05-13,7882.55,
951958,901958,2024-12-27,4553.6,pending
951959,901959,2025-06-30,2590.23,processed
951960,901960,2025-04-02,4552.63,Failed
951961,901961,2025-10-01,5910.63,processed
951962,901962,2025-04-18,4170.53,processed
951963,901963,2024-05-13,1009.4,processed
951964,901964,2025-01-30,15662.24,Failed
951965,901965,2024-06-02,2856.73,pending
951966,901966,2025-04-09,10912.93,Processed
951967,901967,2025-07-29,6928.31,processed
951968,901968,2025-05-12,841.38,Pending
951969,901969,2024-12-15,16578.36,
951970,901970,2025-09-11,0.0,Pending
951971,901971,2025-08-13,1944.97,Processed
951972,901972,2025-04-02,3842.09,processed
951973,901973,2025-09-10,2109.02,pending
951974,901974,2024-12-29,2312.06,
951975,901975,2025-04-30,3078.11,processed
951976,901976,2025-03-30,2159.88,Pending
951977,901977,2025-02-07,3872.68,Failed
951978,901978,2025-12-31,4363.3,
951979,901979,2025-02-17,6917.69,processed
951980,901980,2025-04-14,1264.13,Processed
951981,901981,2025-11-14,2154.7,Processed
951982,901982,2024-09-17,1655.03,Failed
951983,901983,2024-08-26,5482.69,Processed
951984,901984,2025-10-31,3874.63,pending
951985,901985,2025-02-20,7963.52,Processed
951986,901986,2024-09-25,7342.88,Processed
951987,901987,2025-06-17,1897.91,Processed
951988,901988,2025-08-09,3106.87,Failed
951989,901989,2024-05-23,3854.56,Processed
951990,901990,2025-04-23,3140.65,processed
951991,901991,2024-03-25,894.06,pending
951992,901992,2024-10-04,978.75,Processed
951993,901993,2025-08-17,18832.0,Pending
951994,901994,2025-02-09,828.35,pending
951995,901995,2024-09-27,2561.24,Processed
951996,901996,2024-07-27,1891.21,pending
951997,901997,2024-10-08,6407.95,Pending
951998,901998,2025-03-23,29973.3,Processed
951999,901999,2024-10-11,2069.7,processed
952000,902000,2024-05-18,4776.46,Pending
952001,902001,2025-12-20,2863.44,
952002,902002,2025-07-08,1248.44,
952003,902003,2025-10-10,1190.01,Processed
952004,902004,2025-08-07,259.96,pending
952005,902005,2024-08-17,3550.37,pending
952006,902006,2025-09-11,4996.15,
952007,902007,2024-11-28,5789.75,processed
952008,902008,2025-10-17,1244.64,Processed
952009,902009,2025-02-02,1096.99,Processed
952010,902010,2025-02-04,1420.85,
952011,902011,2024-05-12,0.0,
952012,902012,2024-06-05,3853.99,Failed
952013,902013,2024-11-06,6378.15,
952014,902014,2025-09-26,693.33,Pending
952015,902015,2024-12-17,8616.37,
952016,902016,2025-04-22,7934.14,processed
952017,902017,2024-07-19,4910.42,pending
952018,902018,2025-08-12,1513.81,pending
952019,902019,2024-05-05,14118.88,Pending
952020,902020,2024-03-28,3542.0,Pending
952021,902021,2024-01-25,3096.78,Failed
952022,902022,2024-03-05,3573.24,pending
952023,902023,2025-08-11,8069.32,Processed
952024,902024,2024-03-23,4164.28,Failed
952025,902025,2024-08-25,6358.08,processed
952026,902026,2024-12-31,5516.98,Failed
952027,902027,2024-12-21,3437.78,pending
952028,902028,2025-08-21,3701.33,Failed
952029,902029,2024-07-18,23519.6,
952030,902030,2025-09-21,8386.49,
952031,902031,2024-03-12,2054.88,Pending
952032,902032,2024-10-10,1764.23,Pending
952033,902033,2024-02-27,1245.15,Pending
952034,902034,2024-08-02,0.0,Processed
952035,902035,2024-06-09,17635.64,
952036,902036,2025-08-23,9790.78,Processed
952037,902037,2024-11-11,1715.24,Failed
952038,902038,2025-06-30,1030.63,Failed
952039,902039,2025-09-25,1990.89,
952040,902040,2025-07-12,3819.29,processed
952041,902041,2025-05-04,3539.71,
952042,902042,2025-05-13,0.0,Failed
952043,902043,2024-10-12,0.0,
952044,902044,2024-05-26,3441.21,pending
952045,902045,2025-05-26,3715.52,pending
952046,902046,2024-07-15,2101.43,processed
952047,902047,2025-10-16,4330.49,Pending
952048,902048,2025-08-16,1914.28,processed
952049,902049,2024-12-29,2923.27,processed
952050,902050,2024-05-18,669.27,Pending
952051,902051,2024-09-04,3885.3,processed
952052,902052,2024-12-01,943.78,Failed
952053,902053,2024-12-01,4888.45,Processed
952054,902054,2024-05-25,2701.05,pending
952055,902055,2025-01-10,705.57,
952056,902056,2024-06-24,3660.46,Failed
952057,902057,2024-01-20,0.0,processed
952058,902058,2024-04-06,3756.39,Failed
952059,902059,2025-08-08,1205.26,Processed
952060,902060,2024-11-22,25693.0,Failed
952061,902061,2025-07-23,-500.0,Pending
952062,902062,2025-08-08,872.75,
952063,902063,2024-05-28,2242.84,Failed
952064,902064,2024-09-15,1436.42,processed
952065,902065,2024-04-07,2285.1,processed
952066,902066,2026-01-14,3024.37,pending
952067,902067,2025-06-13,8418.43,Failed
952068,902068,2024-06-29,19276.7,
952069,902069,2025-08-01,1085.69,Failed
952070,902070,2024-07-07,3876.75,processed
952071,902071,2025-05-03,1568.47,
952072,902072,2024-12-13,2858.11,Pending
952073,902073,2025-08-04,3412.99,processed
952074,902074,2024-07-24,14561.33,Pending
952075,902075,2024-01-23,10547.41,
952076,902076,2024-02-08,10531.19,processed
952077,902077,2024-05-29,3076.22,
952078,902078,2024-12-12,27288.55,Processed
952079,902079,2025-05-21,1394.97,Failed
952080,902080,2024-08-29,9889.83,processed
952081,902081,2024-09-16,390.58,pending
952082,902082,2025-05-16,48294.58,pending
952083,902083,2024-12-21,1601.98,Processed
952084,902084,2024-12-05,41773.15,processed
952085,902085,2024-12-17,1460.3,Failed
952086,902086,2024-09-23,1196.28,
952087,902087,2025-10-02,16807.1,processed
952088,902088,2024-11-14,579.53,processed
952089,902089,2024-02-07,5615.58,pending
952090,902090,2024-09-07,6633.28,Failed
952091,902091,2024-03-26,32246.57,Failed
952092,902092,2025-10-03,938.79,pending
952093,902093,2025-09-12,2288.43,Pending
952094,902094,2025-01-27,47424.0,pending
952095,902095,2025-01-15,3657.43,
952096,902096,2024-08-20,2041.08,Failed
952097,902097,2025-06-27,2753.1,processed
952098,902098,2024-03-26,3464.59,
952099,902099,2024-05-22,6884.2,processed
952100,902100,2025-10-13,962.07,Processed
952101,902101,2024-05-04,3054.15,Pending
952102,902102,2025-03-17,3346.16,Processed
952103,902103,2024-12-25,263.16,Failed
952104,902104,2025-07-30,3861.4,
952105,902105,2026-01-08,15887.54,Processed
952106,902106,2025-05-01,8494.74,Pending
952107,902107,2024-10-19,2777.98,pending
952108,902108,2025-08-11,1694.67,Pending
952109,902109,2024-07-14,2869.45,processed
952110,902110,2024-08-20,2497.84,Failed
952111,902111,2024-01-15,6165.82,Pending
952112,902112,2025-08-05,0.0,processed
952113,902113,2024-04-05,7742.21,pending
952114,902114,2024-07-05,2899.83,processed
952115,902115,2024-10-21,2136.5,Failed
952116,902116,2024-07-13,307.82,Pending
952117,902117,2024-11-15,1046.96,processed
952118,902118,2024-06-05,3245.6,
952119,902119,2025-03-06,2399.56,Processed
952120,902120,2025-07-24,1766.48,processed
952121,902121,2024-04-28,1939.25,
952122,902122,2024-03-01,3858.25,Processed
952123,902123,2024-03-15,5528.58,
952124,902124,2024-05-16,7095.77,Failed
952125,902125,2024-12-28,2237.6,Processed
952126,902126,2024-03-10,4689.39,Pending
952127,902127,2025-12-01,8405.44,processed
952128,902128,2025-02-07,8144.68,Pending
952129,902129,2024-07-07,3245951.57,pending
952130,902130,2025-09-08,6336.06,processed
952131,902131,2025-05-08,4490.5,Failed
952132,902132,2024-02-16,11184.26,processed
952133,902133,2025-04-17,4294.87,
952134,902134,2025-11-03,999999.0,processed
952135,902135,2024-07-21,2242.38,Processed
952136,902136,2024-08-27,1717.21,Failed
952137,902137,2025-01-12,14577.02,
952138,902138,2025-08-15,1699.69,Processed
952139,902139,2024-10-19,12335.55,Pending
952140,902140,2025-10-30,4917.55,Pending
952141,902141,2025-02-20,4595.0,Processed
952142,902142,2024-09-23,816.13,pending
952143,902143,2025-09-02,1300.93,processed
952144,902144,2025-07-13,13818.24,
952145,902145,2024-04-08,303.46,pending
952146,902146,2026-01-25,2170.36,pending
952147,902147,2024-06-16,316.63,
952148,902148,2025-01-13,1991.88,Pending
952149,902149,2024-10-31,13585.0,Failed
952150,902150,2025-05-25,13217.61,pending
952151,902151,2025-01-23,1676.0,Pending
952152,902152,2024-09-02,3637.32,processed
952153,902153,2025-07-13,3494.51,processed
952154,902154,2025-12-09,22194.15,Failed
952155,902155,2025-08-10,1563.03,pending
952156,902156,2024-04-30,899.15,processed
952157,902157,2025-02-25,2354.3,processed
952158,902158,2024-08-16,2263.92,
952159,902159,2024-07-26,935.79,Processed
952160,902160,2025-12-10,2325.76,processed
952161,902161,2025-02-13,3307.8,processed
952162,902162,2025-03-29,4477.78,Processed
952163,902163,2024-07-02,9494.26,Processed
952164,902164,2025-01-10,12768.62,processed
952165,902165,2025-01-19,1609.46,Pending
952166,902166,2024-02-06,3331.26,
952167,902167,2024-03-22,726.79,processed
952168,902168,2025-07-24,5124.47,Processed
952169,902169,2024-03-22,12158.66,Failed
952170,902170,2024-06-14,1124.75,pending
952171,902171,2024-10-17,1614.4,processed
952172,902172,2024-07-18,978.09,Failed
952173,902173,2024-04-11,213.09,Pending
952174,902174,2025-12-20,6737.52,Failed
952175,902175,2025-07-29,123.91,Processed
952176,902176,2024-12-18,4040929.26,pending
952177,902177,2024-09-09,1976.83,processed
952178,902178,2024-09-16,2698.36,
952179,902179,2024-10-28,662.64,Processed
952180,902180,2026-01-12,1731.74,processed
952181,902181,2025-08-26,12750.94,pending
952182,902182,2025-12-08,2177.76,Pending
952183,902183,2024-10-10,25753.76,Processed
952184,902184,2024-08-05,2586.41,Pending
952185,902185,2025-10-31,1675.7,Processed
952186,902186,2025-10-03,1447.04,pending
952187,902187,2025-06-21,2930.22,
952188,902188,2024-08-05,6995.03,
952189,902189,2024-11-29,1569.6,Processed
952190,902190,2024-05-16,1733.63,Pending
952191,902191,2024-12-03,2084.42,pending
952192,902192,2024-01-30,1327.99,Pending
952193,902193,2025-11-29,14456.28,processed
952194,902194,2024-11-14,7253.52,processed
952195,902195,2024-04-23,1896.42,Processed
952196,902196,2025-04-09,24220.84,Failed
952197,902197,2025-11-11,0.0,pending
952198,902198,2025-07-17,2376.15,Failed
952199,902199,2024-05-29,8547.79,processed
952200,902200,2025-10-15,6345.19,Failed
952201,902201,2025-05-15,2145.14,Failed
952202,902202,2024-07-14,10547.28,Pending
952203,902203,2024-07-01,5863.37,Processed
952204,902204,2025-12-08,3330.25,processed
952205,902205,2024-04-25,2919.52,processed
952206,902206,2025-01-07,1983.39,pending
952207,902207,2025-06-07,0.0,Processed
952208,902208,2025-01-29,1067.04,Failed
952209,902209,2024-08-11,11480.11,
952210,902210,2024-04-23,45598.58,
952211,902211,2025-08-03,5062.9,pending
952212,902212,2025-07-28,2806.03,
952213,902213,2024-10-05,2444.5,Failed
952214,902214,2025-03-15,4571.9,processed
952215,902215,2025-09-19,370.09,Pending
952216,902216,2025-10-02,370.09,
952217,902217,2025-10-15,5754.61,Pending
952218,902218,2025-11-28,312.65,pending
952219,902219,2024-11-26,4489.11,Failed
952220,902220,2024-05-26,584.36,processed
952221,902221,2025-08-04,284.59,processed
952222,902222,2024-03-22,1632.39,Failed
952223,902223,2024-01-21,8569.98,pending
952224,902224,2024-09-07,440.59,Pending
952225,902225,2025-07-06,3629.48,pending
952226,902226,2025-06-18,3657.01,processed
952227,902227,2025-07-13,22435.49,processed
952228,902228,2025-08-23,2233.72,Processed
952229,902229,2024-11-17,140015.14,Pending
952230,902230,2024-01-18,10068.46,processed
952231,902231,2024-12-09,1090.52,Processed
952232,902232,2025-03-21,516.15,Processed
952233,902233,2025-04-28,0.0,Pending
952234,902234,2024-12-07,1941.12,Pending
952235,902235,2024-02-27,1368.57,processed
952236,902236,2025-07-11,3381.66,Processed
952237,902237,2024-12-28,8293.41,processed
952238,902238,2025-12-17,8885.07,processed
952239,902239,2025-11-30,4766.39,Pending
952240,902240,2024-10-22,4279.43,pending
952241,902241,2025-10-29,2967.32,Processed
952242,902242,2025-07-05,13347.99,Failed
952243,902243,2024-02-12,1701.24,processed
952244,902244,2025-11-13,3658.93,
952245,902245,2025-05-30,7206.16,Processed
952246,902246,2025-03-30,16755.31,pending
952247,902247,2025-04-06,5057.62,Processed
952248,902248,2025-09-04,5454.76,Failed
952249,902249,2025-06-16,0.0,Failed
952250,902250,2025-12-23,3576.03,Pending
952251,902251,2025-06-14,4316.77,Processed
952252,902252,2025-03-06,2786.06,processed
952253,902253,2025-11-25,13492.2,Pending
952254,902254,2024-08-08,922.61,processed
952255,902255,2025-10-01,973.7,pending
952256,902256,2025-06-09,1177.93,
952257,902257,2024-07-15,3005.65,Processed
952258,902258,2024-05-19,2510.69,Failed
952259,902259,2024-04-27,5368.36,
952260,902260,2024-04-15,917.22,
952261,902261,2025-09-26,6711.25,Processed
952262,902262,2024-10-01,43174.62,Pending
952263,902263,2025-06-02,5232.89,Pending
952264,902264,2024-02-07,17764.95,Pending
952265,902265,2025-06-11,1214.82,pending
952266,902266,2024-05-30,14118.15,processed
952267,902267,2024-03-02,8356.01,pending
952268,902268,2025-05-12,527.31,Failed
952269,902269,2025-02-12,1058.81,Failed
952270,902270,2024-09-06,3914.97,Pending
952271,902271,2024-12-11,6937.25,pending
952272,902272,2024-11-26,421.11,
952273,902273,2025-03-23,19396.23,Processed
952274,902274,2024-09-02,3078.95,Pending
952275,902275,2024-07-10,1019.98,
952276,902276,2024-06-27,2542.98,Failed
952277,902277,2024-05-21,9845.04,Processed
952278,902278,2025-02-01,7889.99,
952279,902279,2024-01-21,12682.3,processed
952280,902280,2024-06-08,3124.63,pending
952281,902281,2025-08-15,4330.75,Processed
952282,902282,2024-11-04,1044.75,Processed
952283,902283,2025-08-29,1958.95,Processed
952284,902284,2024-04-04,1082.5,Processed
952285,902285,2024-12-17,1238.8,Processed
952286,902286,2025-11-26,24714.26,
952287,902287,2024-03-28,17270.16,Pending
952288,902288,2025-09-20,1653.76,
952289,902289,2025-06-19,3799.98,pending
952290,902290,2024-06-10,3084.8,Processed
952291,902291,2025-10-18,9722.23,Processed
952292,902292,2025-12-15,4307.39,
952293,902293,2024-07-04,2227.58,Failed
952294,902294,2024-04-11,11226.77,Pending
952295,902295,2024-11-09,7759.96,Processed
952296,902296,2026-01-07,5938.93,
952297,902297,2025-04-16,4243.96,Failed
952298,902298,2024-03-22,13115.21,processed
952299,902299,2024-08-20,9399.86,Pending
952300,902300,2024-09-04,1374.45,processed
952301,902301,2025-12-11,2619.51,Failed
952302,902302,2025-08-19,10804.52,Processed
952303,902303,2025-01-24,260.82,processed
952304,902304,2024-10-28,787.23,pending
952305,902305,2025-07-18,8896.2,Processed
952306,902306,2025-09-03,425.82,
952307,902307,2025-10-23,1136.28,processed
952308,902308,2025-02-14,4861.14,Pending
952309,902309,2024-08-29,3355.44,
952310,902310,2024-05-21,1950.64,Failed
952311,902311,2024-09-07,10704.03,Failed
952312,902312,2025-01-19,5306.34,processed
952313,902313,2025-01-03,0.0,pending
952314,902314,2024-02-23,5310.42,processed
952315,902315,2025-09-07,500000.0,pending
952316,902316,2024-08-19,0.0,Processed
952317,902317,2025-01-07,1348.14,
952318,902318,2025-03-01,3518.73,
952319,902319,2024-09-27,3506.84,
952320,902320,2024-04-23,5441.84,Processed
