Customer_ID,Customer_Name,Gender,City,Customer_Type,Signup_Date
102438,Customer_102438,,Chennai,new,2022-06-15
102439,Customer_102439,M,Pune,VIP,2023-06-17
102440,Customer_102440,male,Mumbai,,2025-12-30
102441,Customer_102441,female,Delhi,VIP,2021-08-13
102442,Customer_102442,, Delhi,VIP,2025-11-22
102443,Customer_102443,Other,mumbai,returning,2021-10-02
102444,Customer_102444,,Delhi,returning,2022-01-23
102445,Customer_102445,Female,Bangalore,,2023-12-03
102446,Customer_102446,,Ahmedabad,returning,2023-04-04
102447,Customer_102447,,Bangalore,New,2023-01-29
102448,Customer_102448,Male,mumbai,New,2022-02-04
102449,Customer_102449,male,Hyderabad,,2024-01-24
102450,Customer_102450,Other,Pune,returning,2022-10-10
102451,Customer_102451,F,Ahmedabad,,2023-10-04
102452,Customer_102452,M,Delhi,new,2024-11-12
102453,Customer_102453,M,Kolkata,Returning,2025-02-15
102454,Customer_102454,female,Pune ,Returning,2022-02-18
102455,Customer_102455,female,Bangalore,Returning,2023-08-01
102456,Customer_102456,Male,Chennai,,2025-10-03
102457,Customer_102457,female, Delhi,new,2021-08-18
102458,Customer_102458,,Pune ,returning,2023-02-11
102459,Customer_102459,,Bangalore,returning,2025-10-29
102460,Customer_102460,Male,Chennai,,2021-11-30
102461,Customer_102461,F,Delhi,VIP,2022-10-02
102462,Customer_102462,F,mumbai,,2022-04-26
102463,Customer_102463,Female, Delhi,,2022-05-20
102464,Customer_102464,Other,Pune ,,2024-12-11
102465,Customer_102465,Other,Ahmedabad,,2024-07-01
102466,Customer_102466,Male,Bangalore,returning,2022-04-03
102467,Customer_102467,M,Pune ,new,2025-05-06
102468,Customer_102468,Male,Hyderabad,new,2022-10-27
102469,Customer_102469,Other,Delhi,returning,2022-01-03
102470,Customer_102470,M,,returning,2024-02-20
102471,Customer_102471,female,Ahmedabad,New,2025-08-13
102472,Customer_102472,F,Chennai,,2024-01-18
102473,Customer_102473,,Mumbai,,2025-03-21
102474,Customer_102474,M,Chennai,new,2025-11-13
102475,Customer_102475,M,mumbai,Returning,2025-09-14
102476,Customer_102476,Female,Pune ,new,2024-08-03
102477,Customer_102477,Female,Pune ,Returning,2024-12-29
102478,Customer_102478,F,Bangalore,Returning,2021-09-03
102479,Customer_102479,female,,new,2025-12-18
102480,Customer_102480,Male,,new,2022-12-11
102481,Customer_102481,F,Chennai,,2021-10-05
102482,Customer_102482,female, Delhi,,2022-02-05
102483,Customer_102483,Other,Hyderabad,,2023-09-13
102484,Customer_102484,male,Kolkata,VIP,2021-10-23
102485,Customer_102485,F, Delhi,,2021-02-04
102486,Customer_102486,Male,Hyderabad,Returning,2024-12-20
102487,Customer_102487,Other,Pune ,New,2022-02-02
102488,Customer_102488,Male,Kolkata,VIP,2024-03-13
102489,Customer_102489,male,,VIP,2021-02-15
102490,Customer_102490,Other, Delhi,New,2023-11-10
102491,Customer_102491,M,Ahmedabad,new,2025-02-01
102492,Customer_102492,male,Pune,returning,2025-12-12
102493,Customer_102493,Other,Hyderabad,new,2025-12-14
102494,Customer_102494,female,Mumbai,,2023-05-02
102495,Customer_102495,M,Chennai,,2024-01-23
102496,Customer_102496,, Delhi,returning,2022-04-27
102497,Customer_102497,female,Hyderabad,new,2024-06-08
102498,Customer_102498,male,,returning,2024-03-18
102499,Customer_102499,Male,Hyderabad,VIP,2025-12-10
102500,Customer_102500,Male,Chennai,Returning,2021-11-20
102501,Customer_102501,male,mumbai,returning,2024-10-31
102502,Customer_102502,female,mumbai,New,2022-09-23
102503,Customer_102503,Male,Ahmedabad,returning,2021-03-10
102504,Customer_102504,,Mumbai,Returning,2025-01-02
102505,Customer_102505,,Chennai,Returning,2024-01-20
102506,Customer_102506,Female,Mumbai,new,2022-09-17
102507,Customer_102507,F,Pune,Returning,2023-04-11
102508,Customer_102508,Female,mumbai,,2022-01-27
102509,Customer_102509,Other,Delhi,New,2024-09-29
102510,Customer_102510,,Ahmedabad,,2024-01-05
102511,Customer_102511,M,Pune,,2022-10-16
102512,Customer_102512,Male,Bangalore,New,2022-04-25
102513,Customer_102513,female,mumbai,,2025-11-22
102514,Customer_102514,female,Hyderabad,returning,2023-07-03
102515,Customer_102515,Other,Pune,New,2021-11-29
102516,Customer_102516,M,Hyderabad,Returning,2024-04-30
102517,Customer_102517,M, Delhi,VIP,2021-09-23
102518,Customer_102518,female,Bangalore,VIP,2021-06-11
102519,Customer_102519,male,Pune,returning,2021-10-18
102520,Customer_102520,F,Pune ,Returning,2022-12-11
102521,Customer_102521,female,Kolkata,VIP,2021-06-25
102522,Customer_102522,Female,Hyderabad,,2021-02-04
102523,Customer_102523,F,mumbai,VIP,2023-04-28
102524,Customer_102524,M,Pune,returning,2025-05-23
102525,Customer_102525,Other,Bangalore,,2021-09-02
102526,Customer_102526,F,Delhi,Returning,2025-08-12
102527,Customer_102527,female, Delhi,New,2022-09-18
102528,Customer_102528,Male,Bangalore,VIP,2023-07-08
102529,Customer_102529,male,Mumbai,,2023-02-18
102530,Customer_102530,F,Hyderabad,,2025-03-11
102531,Customer_102531,Male,Kolkata,,2023-07-15
102532,Customer_102532,F,,,2022-03-24
102533,Customer_102533,,Bangalore,New,2024-04-26
102534,Customer_102534,M,Kolkata,returning,2022-05-27
102535,Customer_102535,male,Bangalore,new,2021-11-25
102536,Customer_102536,Other,Hyderabad,,2022-10-21
102537,Customer_102537,F,mumbai,,2024-01-16
102538,Customer_102538,,Delhi,Returning,2024-09-16
102539,Customer_102539,,Delhi,new,2024-01-08
102540,Customer_102540,Female,Chennai,,2025-03-08
102541,Customer_102541,Female,Chennai,new,2022-11-05
102542,Customer_102542,Other,Pune,,2022-06-29
102543,Customer_102543,Male,Delhi,New,2021-03-15
102544,Customer_102544,Male,Hyderabad,returning,2025-03-05
102545,Customer_102545,male, Delhi,Returning,2024-06-08
102546,Customer_102546,Male,Pune,VIP,2024-10-15
102547,Customer_102547,Male,mumbai,returning,2023-05-25
102548,Customer_102548,M,mumbai,New,2023-08-08
102549,Customer_102549,Other,Ahmedabad,VIP,2023-01-06
102550,Customer_102550,Female,mumbai,New,2023-07-02
102551,Customer_102551,F,Delhi,Returning,2022-12-03
102552,Customer_102552,female,Ahmedabad,Returning,2023-02-09
102553,Customer_102553,F,Pune,,2024-11-14
102554,Customer_102554,Other,Delhi,VIP,2024-04-24
102555,Customer_102555,Female,Ahmedabad,New,2022-06-16
102556,Customer_102556,female,,,2022-04-11
102557,Customer_102557,F,Hyderabad,Returning,2025-01-01
102558,Customer_102558,male,Chennai,,2023-05-19
102559,Customer_102559,female,Pune ,Returning,2023-11-10
102560,Customer_102560,F,Ahmedabad,New,2023-06-12
102561,Customer_102561,Male,Kolkata,,2023-05-15
102562,Customer_102562,,,VIP,2025-12-25
102563,Customer_102563,male,Mumbai,returning,2022-08-31
102564,Customer_102564,,Ahmedabad,new,2025-11-17
102565,Customer_102565,male,Mumbai,,2025-07-18
102566,Customer_102566,,Pune ,Returning,2024-05-27
102567,Customer_102567,female,Hyderabad,New,2021-09-13
102568,Customer_102568,female,Hyderabad,returning,2024-07-30
102569,Customer_102569,M,Mumbai,new,2025-05-01
102570,Customer_102570,male,Delhi,returning,2024-05-13
102571,Customer_102571,Male,Ahmedabad,,2022-05-07
102572,Customer_102572,,Pune,,2021-09-13
102573,Customer_102573,F, Delhi,VIP,2023-09-12
102574,Customer_102574,Other,Ahmedabad,new,2021-04-05
102575,Customer_102575,male,Bangalore,new,2025-12-14
102576,Customer_102576,Female,Delhi,Returning,2021-03-26
102577,Customer_102577,Female,Bangalore,new,2022-01-16
102578,Customer_102578,Female,Chennai,returning,2024-11-02
102579,Customer_102579,Male,Chennai,new,2025-01-31
102580,Customer_102580,male,Delhi,Returning,2022-02-22
102581,Customer_102581,female,Kolkata,returning,2023-06-23
102582,Customer_102582,Other,mumbai,new,2024-05-29
102583,Customer_102583,M,Bangalore,New,2024-12-05
102584,Customer_102584,male,Hyderabad,new,2021-11-03
102585,Customer_102585,Male,Mumbai,new,2025-09-20
102586,Customer_102586,Other,,returning,2022-06-25
102587,Customer_102587,Other,mumbai,,2022-10-02
102588,Customer_102588,female,Mumbai,Returning,2023-04-05
102589,Customer_102589,female,Bangalore,,2025-06-01
102590,Customer_102590,male,Pune,new,2021-02-06
102591,Customer_102591,female,Bangalore,VIP,2024-06-29
102592,Customer_102592,F,Mumbai,New,2025-04-14
102593,Customer_102593,Other,Mumbai,new,2022-06-01
102594,Customer_102594,Male,Ahmedabad,returning,2021-09-05
102595,Customer_102595,M,,returning,2023-03-17
102596,Customer_102596,male,Chennai,new,2025-03-01
102597,Customer_102597,F,Pune,returning,2024-11-04
102598,Customer_102598,,Mumbai,New,2021-05-28
102599,Customer_102599,F,Delhi,New,2023-08-07
102600,Customer_102600,Other,Kolkata,VIP,2022-12-12
102601,Customer_102601,female,,New,2022-06-20
102602,Customer_102602,Male,Delhi,,2022-08-22
102603,Customer_102603,Male, Delhi,Returning,2025-10-14
102604,Customer_102604,female,mumbai,,2021-10-28
102605,Customer_102605,Other,Mumbai,returning,2024-05-06
102606,Customer_102606,male,Ahmedabad,VIP,2023-07-12
102607,Customer_102607,F,Ahmedabad,VIP,2023-05-22
102608,Customer_102608,F,Chennai,VIP,2025-05-24
102609,Customer_102609,Male,Kolkata,New,2025-02-08
102610,Customer_102610,F,mumbai,,2021-10-19
102611,Customer_102611,Other,Hyderabad,Returning,2025-09-04
102612,Customer_102612,F,Pune,,2022-09-25
102613,Customer_102613,F,Delhi,returning,2021-06-02
102614,Customer_102614,male,Ahmedabad,new,2024-01-27
102615,Customer_102615,M,,VIP,2025-05-01
102616,Customer_102616,Female,Mumbai,,2023-05-06
102617,Customer_102617,male,mumbai,,2021-09-17
102618,Customer_102618,Male,Ahmedabad,new,2024-01-23
102619,Customer_102619,F,Pune,VIP,2025-05-26
102620,Customer_102620,,Ahmedabad,Returning,2024-01-08
102621,Customer_102621,Other,Kolkata,Returning,2024-12-28
102622,Customer_102622,Other,mumbai,VIP,2022-11-24
102623,Customer_102623,Other,Ahmedabad,,2025-03-30
102624,Customer_102624,female,Bangalore,New,2023-06-05
102625,Customer_102625,F,Hyderabad,returning,2024-02-19
102626,Customer_102626,F,Ahmedabad,,2025-01-28
102627,Customer_102627,Male,Chennai,new,2021-07-29
102628,Customer_102628,Other,mumbai,new,2023-06-04
102629,Customer_102629,Male,Delhi,new,2021-12-05
102630,Customer_102630,male,,returning,2024-03-25
102631,Customer_102631,,Delhi,new,2021-09-12
102632,Customer_102632,male,Pune,New,2023-08-03
102633,Customer_102633,female,Kolkata,returning,2025-04-19
102634,Customer_102634,male,Pune ,new,2021-11-17
102635,Customer_102635,Male,Bangalore,,2024-06-04
102636,Customer_102636,Female,Chennai,,2023-02-09
102637,Customer_102637,Other,,New,2024-02-26
102638,Customer_102638,M, Delhi,returning,2021-01-18
102639,Customer_102639,M,Hyderabad,new,2024-05-10
102640,Customer_102640,F,Bangalore,New,2021-12-24
102641,Customer_102641,M,Kolkata,VIP,2025-05-04
102642,Customer_102642,female,Bangalore,new,2024-02-03
102643,Customer_102643,Female,Bangalore,returning,2023-12-02
102644,Customer_102644,F,mumbai,new,2022-08-08
102645,Customer_102645,Male,Chennai,returning,2025-01-31
102646,Customer_102646,male,Ahmedabad,returning,2024-06-20
102647,Customer_102647,,Kolkata,new,2021-08-21
102648,Customer_102648,Female,mumbai,,2024-04-14
102649,Customer_102649,female,Pune ,returning,2024-03-12
102650,Customer_102650,M,Pune,new,2025-08-03
102651,Customer_102651,F,Pune ,,2023-01-26
102652,Customer_102652,Other,Delhi,New,2023-07-20
102653,Customer_102653,Other,Pune,VIP,2024-11-27
102654,Customer_102654,F,Mumbai,returning,2023-02-08
102655,Customer_102655,female,,,2024-12-09
102656,Customer_102656,female,Delhi,New,2021-07-28
102657,Customer_102657,Other,Chennai,New,2025-01-01
102658,Customer_102658,,Mumbai,Returning,2024-09-26
102659,Customer_102659,M,Ahmedabad,New,2024-09-02
102660,Customer_102660,,mumbai,VIP,2025-03-01
102661,Customer_102661,Female,Chennai,VIP,2024-02-22
102662,Customer_102662,,Ahmedabad,VIP,2023-05-23
102663,Customer_102663,F,,New,2023-01-16
102664,Customer_102664,Other,Bangalore,,2024-10-26
102665,Customer_102665,Other,Ahmedabad,VIP,2023-04-25
102666,Customer_102666,M, Delhi,new,2024-06-17
102667,Customer_102667,M,Pune,,2022-03-26
102668,Customer_102668,F, Delhi,Returning,2021-02-09
102669,Customer_102669,female,Kolkata,,2024-04-03
102670,Customer_102670,F,Chennai,Returning,2023-02-02
102671,Customer_102671,M,,returning,2021-04-14
102672,Customer_102672,male,Kolkata,new,2021-12-02
102673,Customer_102673,female,Ahmedabad,returning,2021-10-21
102674,Customer_102674,,Ahmedabad,New,2023-07-24
102675,Customer_102675,Male,Kolkata,,2022-11-24
102676,Customer_102676,Female,Pune ,new,2021-09-21
102677,Customer_102677,Female,Pune ,Returning,2022-02-10
102678,Customer_102678,M,Mumbai,new,2025-07-02
102679,Customer_102679,Male,Pune ,,2025-09-13
102680,Customer_102680,F,Kolkata,Returning,2024-08-31
102681,Customer_102681,Male,Ahmedabad,Returning,2025-04-12
102682,Customer_102682,Male,Kolkata,returning,2022-06-07
102683,Customer_102683,F,Hyderabad,New,2024-07-30
102684,Customer_102684,male,Pune,Returning,2023-12-09
102685,Customer_102685,M,Pune ,,2021-06-05
102686,Customer_102686,male,Ahmedabad,returning,2021-07-26
102687,Customer_102687,female,Ahmedabad,,2023-11-16
102688,Customer_102688,Male,Pune,Returning,2024-04-24
102689,Customer_102689,Female,,returning,2024-02-05
102690,Customer_102690,Other,Ahmedabad,VIP,2025-06-01
102691,Customer_102691,,Kolkata,New,2023-05-30
102692,Customer_102692,, Delhi,new,2021-04-18
102693,Customer_102693,Other,Bangalore,Returning,2023-11-24
102694,Customer_102694,M, Delhi,new,2024-05-18
102695,Customer_102695,male,mumbai,new,2021-08-26
102696,Customer_102696,M,Chennai,,2022-01-08
102697,Customer_102697,Other,,,2023-10-06
102698,Customer_102698,M,Mumbai,Returning,2023-07-06
102699,Customer_102699,male,,Returning,2024-08-16
102700,Customer_102700,F,Bangalore,New,2025-02-05
102701,Customer_102701,Other,,Returning,2023-07-21
102702,Customer_102702,F,Delhi,,2022-06-25
102703,Customer_102703,F,mumbai,Returning,2023-06-26
102704,Customer_102704,Other,Mumbai,Returning,2024-01-03
102705,Customer_102705,Male,,new,2023-10-16
102706,Customer_102706,Other,mumbai,,2023-03-22
102707,Customer_102707,Other,mumbai,new,2025-04-01
102708,Customer_102708,Other,Hyderabad,,2025-04-22
102709,Customer_102709,F,Pune,returning,2022-03-29
102710,Customer_102710,F,Hyderabad,New,2023-02-05
102711,Customer_102711,Female,Chennai,,2024-07-07
102712,Customer_102712,F,Pune ,Returning,2023-07-04
102713,Customer_102713,female,Mumbai,new,2025-11-27
102714,Customer_102714,male,Bangalore,VIP,2021-08-29
102715,Customer_102715,female,,,2025-11-07
102716,Customer_102716,male,Hyderabad,,2024-02-26
102717,Customer_102717,Female,Pune,VIP,2022-10-29
102718,Customer_102718,male,Delhi,,2021-02-09
102719,Customer_102719,Female,mumbai,,2023-02-22
102720,Customer_102720,Other, Delhi,new,2025-06-08
102721,Customer_102721,,,VIP,2022-02-11
102722,Customer_102722,male,Pune,new,2022-04-30
102723,Customer_102723,Other,Kolkata,new,2025-10-26
102724,Customer_102724,F,Pune,new,2022-01-14
102725,Customer_102725,male,Hyderabad,,2024-05-27
102726,Customer_102726,Male,Hyderabad,Returning,2021-11-11
102727,Customer_102727,Female,Chennai,New,2025-09-22
102728,Customer_102728,female,Mumbai,,2025-01-05
102729,Customer_102729,M,Kolkata,Returning,2023-10-13
102730,Customer_102730,female,Chennai,VIP,2025-07-12
102731,Customer_102731,,Ahmedabad,,2022-12-21
102732,Customer_102732,Other,Mumbai,VIP,2021-10-21
102733,Customer_102733,, Delhi,new,2023-01-27
102734,Customer_102734,Male,,new,2024-05-31
102735,Customer_102735,female,Kolkata,Returning,2022-09-20
102736,Customer_102736,,Pune,new,2023-09-08
102737,Customer_102737,male,Pune,new,2022-12-17
102738,Customer_102738,M,mumbai,new,2021-05-13
102739,Customer_102739,F,Ahmedabad,New,2021-05-23
102740,Customer_102740,Male,Kolkata,VIP,2022-11-15
102741,Customer_102741,male,Bangalore,returning,2025-10-31
102742,Customer_102742,Other,Ahmedabad,VIP,2022-09-20
102743,Customer_102743,,Ahmedabad,new,2025-03-28
102744,Customer_102744,Male,Pune,new,2021-05-09
102745,Customer_102745,,,new,2023-09-22
102746,Customer_102746,M,Bangalore,returning,2021-09-10
102747,Customer_102747,Male,Ahmedabad,returning,2024-12-11
102748,Customer_102748,M,mumbai,VIP,2024-12-03
102749,Customer_102749,Other,Hyderabad,Returning,2023-09-01
102750,Customer_102750,Male,Chennai,,2023-09-18
102751,Customer_102751,Other,Hyderabad,New,2024-12-28
102752,Customer_102752,Male,Pune ,returning,2021-05-08
102753,Customer_102753,M,mumbai,returning,2023-04-10
102754,Customer_102754,,Chennai,returning,2025-05-01
102755,Customer_102755,Female,mumbai,VIP,2023-05-17
102756,Customer_102756,female, Delhi,returning,2021-05-26
102757,Customer_102757,F,mumbai,New,2024-08-14
102758,Customer_102758,,Ahmedabad,Returning,2023-09-05
102759,Customer_102759,Female,Pune ,Returning,2024-08-21
102760,Customer_102760,male,Bangalore,,2023-08-01
102761,Customer_102761,M, Delhi,New,2023-02-05
102762,Customer_102762,Other,Chennai,New,2025-04-10
102763,Customer_102763,female, Delhi,,2025-06-01
102764,Customer_102764,Female,Pune ,new,2025-11-24
102765,Customer_102765,M,Pune ,Returning,2024-05-31
102766,Customer_102766,female,,new,2023-07-29
102767,Customer_102767,Other,Bangalore,,2023-02-12
102768,Customer_102768,Female,Kolkata,returning,2022-06-13
102769,Customer_102769,,Ahmedabad,New,2024-07-07
102770,Customer_102770,F,Kolkata,new,2021-04-02
102771,Customer_102771,M,,new,2025-09-28
102772,Customer_102772,Male,Ahmedabad,,2024-09-04
102773,Customer_102773,Other,Kolkata,New,2025-06-24
102774,Customer_102774,Other,,,2025-11-20
102775,Customer_102775,,Ahmedabad,Returning,2025-07-08
102776,Customer_102776,male,Pune ,VIP,2023-06-24
102777,Customer_102777,,Kolkata,returning,2021-03-18
102778,Customer_102778,female,Hyderabad,VIP,2022-11-25
102779,Customer_102779,male,Chennai,,2024-06-17
102780,Customer_102780,Male,Kolkata,Returning,2025-09-16
102781,Customer_102781,F,Delhi,,2022-06-22
102782,Customer_102782,female,Mumbai,Returning,2022-07-13
102783,Customer_102783,Female,Delhi,returning,2025-06-03
102784,Customer_102784,male,mumbai,VIP,2022-02-02
102785,Customer_102785,F,Pune ,returning,2023-02-21
102786,Customer_102786,F,Pune,,2025-07-10
102787,Customer_102787,Other,Mumbai,New,2021-05-28
102788,Customer_102788,male,Hyderabad,Returning,2025-03-09
102789,Customer_102789,male,Delhi,returning,2024-09-11
102790,Customer_102790,male, Delhi,,2024-02-11
102791,Customer_102791,F,,Returning,2022-04-15
102792,Customer_102792,F,Hyderabad,New,2025-12-19
102793,Customer_102793,male,Delhi,Returning,2022-09-16
102794,Customer_102794,Male,,,2021-01-02
102795,Customer_102795,Female,Delhi,VIP,2022-10-31
102796,Customer_102796,Male,Pune ,,2022-04-26
102797,Customer_102797,male,Mumbai,Returning,2025-05-22
102798,Customer_102798,,,returning,2022-05-24
102799,Customer_102799,Male,Chennai,New,2022-06-22
102800,Customer_102800,M,Delhi,New,2023-09-18
102801,Customer_102801,Other,Kolkata,returning,2024-07-24
102802,Customer_102802,M,Hyderabad,VIP,2023-11-11
102803,Customer_102803,Male,Mumbai,VIP,2022-05-24
102804,Customer_102804,Other,Hyderabad,returning,2021-09-16
102805,Customer_102805,Female, Delhi,new,2022-05-14
102806,Customer_102806,Male,Bangalore,new,2023-04-25
102807,Customer_102807,male,Pune,VIP,2024-04-01
102808,Customer_102808,female,Ahmedabad,new,2024-07-25
102809,Customer_102809,F,mumbai,Returning,2023-09-18
102810,Customer_102810,M,Chennai,New,2022-12-30
102811,Customer_102811,,Mumbai,returning,2025-12-26
102812,Customer_102812,Other,Ahmedabad,new,2022-11-09
102813,Customer_102813,F,Delhi,Returning,2025-08-19
102814,Customer_102814,F,Delhi,new,2023-04-12
102815,Customer_102815,,Pune,VIP,2021-06-30
102816,Customer_102816,Female,,,2021-09-09
102817,Customer_102817,male,Bangalore,,2022-06-14
102818,Customer_102818,M,Pune,New,2022-09-22
102819,Customer_102819,F,Hyderabad,,2024-02-10
102820,Customer_102820,Other,Kolkata,New,2022-07-28
102821,Customer_102821,male,Bangalore,new,2022-12-24
102822,Customer_102822,Female,Mumbai,,2021-08-22
102823,Customer_102823,male,Hyderabad,VIP,2024-09-23
102824,Customer_102824,F,Mumbai,new,2023-06-14
102825,Customer_102825,F, Delhi,Returning,2023-07-25
102826,Customer_102826,Other,Chennai,New,2022-04-14
102827,Customer_102827,F,Chennai,New,2024-04-03
102828,Customer_102828,, Delhi,Returning,2022-06-21
102829,Customer_102829,male,mumbai,,2021-05-12
102830,Customer_102830,Male,Hyderabad,Returning,2023-04-11
102831,Customer_102831,Male,,,2025-09-18
102832,Customer_102832,male,Delhi,,2021-07-26
102833,Customer_102833,Female,Delhi,VIP,2025-01-07
102834,Customer_102834,Male,Bangalore,VIP,2021-01-31
102835,Customer_102835,F,,New,2022-05-25
102836,Customer_102836,Female,,Returning,2022-07-19
102837,Customer_102837,Female,Delhi,VIP,2023-01-24
102838,Customer_102838,,Pune,VIP,2022-04-16
102839,Customer_102839,Male,Bangalore,returning,2023-05-02
102840,Customer_102840,Female, Delhi,,2025-12-03
102841,Customer_102841,Female,Chennai,,2024-06-25
102842,Customer_102842,F,Bangalore,returning,2022-11-11
102843,Customer_102843,Male,Mumbai,VIP,2022-08-04
102844,Customer_102844,F,Pune,new,2024-11-20
102845,Customer_102845,Female,Delhi,new,2022-01-25
102846,Customer_102846,Female,Chennai,VIP,2025-07-20
102847,Customer_102847,Other,Delhi,New,2023-12-12
102848,Customer_102848,female,Pune ,new,2021-06-15
102849,Customer_102849,male,Ahmedabad,returning,2022-10-17
102850,Customer_102850,,Bangalore,returning,2022-10-16
102851,Customer_102851,male,Pune,VIP,2025-04-21
102852,Customer_102852,female,Pune ,new,2025-07-13
102853,Customer_102853,,Chennai,,2021-11-06
102854,Customer_102854,F,Kolkata,VIP,2023-03-25
102855,Customer_102855,F,Delhi,,2025-01-28
102856,Customer_102856,M, Delhi,VIP,2022-04-20
102857,Customer_102857,F,Bangalore,VIP,2024-05-22
102858,Customer_102858,M,Pune ,VIP,2024-03-17
102859,Customer_102859,Other,Kolkata,new,2025-08-29
102860,Customer_102860,Male,Hyderabad,returning,2021-12-02
102861,Customer_102861,Female,Hyderabad,,2022-10-28
102862,Customer_102862,Other,Pune,New,2024-05-30
102863,Customer_102863,male,Ahmedabad,VIP,2022-11-23
102864,Customer_102864,M,,VIP,2023-01-11
102865,Customer_102865,Other, Delhi,new,2023-07-17
102866,Customer_102866,female,Mumbai,returning,2023-11-29
102867,Customer_102867,male,Hyderabad,returning,2022-11-19
102868,Customer_102868,F,Kolkata,,2024-10-23
102869,Customer_102869,Male,Kolkata,returning,2022-10-17
102870,Customer_102870,M,Kolkata,,2021-04-01
102871,Customer_102871,,Chennai,new,2022-12-12
102872,Customer_102872,,Ahmedabad,New,2022-09-25
102873,Customer_102873,,Pune,returning,2023-02-21
102874,Customer_102874,Female,Chennai,New,2021-06-21
102875,Customer_102875,Female,Pune,new,2022-03-21
102876,Customer_102876,Male,Bangalore,,2022-04-27
102877,Customer_102877,male,Mumbai,Returning,2021-07-25
102878,Customer_102878,Other,Bangalore,New,2024-02-08
102879,Customer_102879,Female,Pune ,,2025-10-19
102880,Customer_102880,Male,Ahmedabad,new,2023-04-12
102881,Customer_102881,Female,Mumbai,new,2025-12-30
102882,Customer_102882,Female,Bangalore,New,2024-06-28
102883,Customer_102883,Female,Ahmedabad,new,2022-06-24
102884,Customer_102884,M,,Returning,2022-04-06
102885,Customer_102885,M,Pune ,new,2021-12-19
102886,Customer_102886,female,Hyderabad,returning,2023-09-12
102887,Customer_102887,Male,Pune,,2025-05-14
102888,Customer_102888,Female,Mumbai,,2024-06-01
102889,Customer_102889,Male,mumbai,Returning,2025-08-05
102890,Customer_102890,Female,Delhi,Returning,2023-10-29
102891,Customer_102891,Female,Bangalore,Returning,2022-01-20
102892,Customer_102892,female,Pune,VIP,2023-03-14
102893,Customer_102893,Female, Delhi,returning,2023-08-25
102894,Customer_102894,F,Mumbai,,2023-03-12
102895,Customer_102895,Female,Chennai,,2024-05-17
102896,Customer_102896,Female,Pune,VIP,2021-10-27
102897,Customer_102897,Female, Delhi,New,2023-01-28
102898,Customer_102898,male,Pune ,VIP,2024-07-11
102899,Customer_102899,male,Pune ,,2023-12-18
102900,Customer_102900,M,,Returning,2025-11-29
102901,Customer_102901,Female,Kolkata,,2025-05-21
102902,Customer_102902,female,Delhi,VIP,2024-02-19
102903,Customer_102903,male,mumbai,,2024-07-29
102904,Customer_102904,M,Ahmedabad,VIP,2023-05-13
102905,Customer_102905,Male,Ahmedabad,VIP,2021-07-04
102906,Customer_102906,Female,Hyderabad,VIP,2024-11-08
102907,Customer_102907,female,Pune,new,2023-07-06
102908,Customer_102908,Other,Mumbai,Returning,2022-05-10
102909,Customer_102909,female,,,2024-06-28
102910,Customer_102910,,Delhi,New,2024-08-26
102911,Customer_102911,Female, Delhi,New,2021-09-24
102912,Customer_102912,F,Kolkata,new,2024-05-28
102913,Customer_102913,Female,Bangalore,New,2025-12-27
102914,Customer_102914,Male,Bangalore,Returning,2022-08-29
102915,Customer_102915,female,Chennai,,2022-06-10
102916,Customer_102916,female,Mumbai,New,2023-02-06
102917,Customer_102917,Male,mumbai,,2021-08-21
102918,Customer_102918,female,Pune ,,2022-12-26
102919,Customer_102919,male,mumbai,New,2024-09-17
102920,Customer_102920,Male,mumbai,new,2023-03-18
102921,Customer_102921,Other,,,2023-03-26
102922,Customer_102922,Male,Mumbai,,2024-03-15
102923,Customer_102923,Male,Bangalore,new,2022-07-01
102924,Customer_102924,Female,Delhi,new,2024-09-23
102925,Customer_102925,Female,Bangalore,,2025-11-02
102926,Customer_102926,female,Mumbai,,2024-08-21
102927,Customer_102927,Male,Pune,,2025-06-28
102928,Customer_102928,Male,Pune ,new,2022-04-02
102929,Customer_102929,female,Pune,returning,2022-01-09
102930,Customer_102930,Other,Bangalore,,2025-08-30
102931,Customer_102931,Female,mumbai,,2023-09-02
102932,Customer_102932,F,Pune,,2024-03-17
102933,Customer_102933,Male, Delhi,returning,2024-01-14
102934,Customer_102934,M,Bangalore,,2022-04-25
102935,Customer_102935,F,Ahmedabad,,2022-06-15
102936,Customer_102936,Female,mumbai,returning,2022-03-19
102937,Customer_102937,,,new,2022-01-22
102938,Customer_102938,Other,Delhi,returning,2023-01-18
102939,Customer_102939,Female,Hyderabad,returning,2024-05-18
102940,Customer_102940,Other,Bangalore,new,2021-08-19
102941,Customer_102941,F,Hyderabad,,2023-09-22
102942,Customer_102942,male,Pune,VIP,2023-10-09
102943,Customer_102943,female,mumbai,new,2022-03-10
102944,Customer_102944,M,Ahmedabad,new,2025-05-21
102945,Customer_102945,Male, Delhi,,2021-01-27
102946,Customer_102946,female,Pune ,New,2022-05-06
102947,Customer_102947,male,mumbai,,2022-05-01
102948,Customer_102948,Female,Ahmedabad,returning,2025-03-16
102949,Customer_102949,male,,new,2023-06-17
102950,Customer_102950,F, Delhi,,2022-08-05
102951,Customer_102951,Male,Mumbai,new,2024-02-05
102952,Customer_102952,female,mumbai,new,2024-06-28
102953,Customer_102953,F,Bangalore,,2021-11-12
