Return_ID,Order_ID,Return_Date,Return_Reason,Return_Status,Refund_Method,Refund_Amount
900789,713784,2024-01-15,Quality Issue,Requested,original payment,3266.4
900790,705744,2025-08-22,,,Bank Transfer,1581.13
900791,701697,2024-04-30,Changed Mind,Requested,UPI,6505.04
900792,700373,2024-11-01,Late Delivery,Requested,Bank Transfer,34976.9
900793,709878,2025-09-24,damaged,approved,Store Credit,921.75
900794,706228,2024-07-05,Changed Mind,Completed,Store Credit,6326.59
900795,719613,2025-04-07,damaged,Approved,Store Credit,24078.98
900796,719544,2024-08-12,Late Delivery,Requested,original payment,2614.37
900797,704300,2024-01-20,,requested,Original Payment,4577.4
900798,713369,2025-09-06,Quality Issue,Requested,Bank Transfer,0.0
900799,711873,2025-06-24,Changed Mind,requested,,1471.37
900800,714857,2024-07-21,Late Delivery,requested,Store Credit,19175.15
900801,718078,2024-02-28,Changed Mind,Completed,,6377.66
900802,705789,2025-08-15,Quality Issue,Approved,UPI,4275.46
900803,717893,2025-11-19,,Completed,original payment,3237.84
900804,703417,2025-03-07,Not as Expected,Completed,,4466.1
900805,702032,2025-04-05,damaged,Completed,,4099.37
900806,716017,2024-07-02,Quality Issue,Requested,original payment,5982.89
900807,714702,2025-06-02,Not as Expected,approved,Original Payment,1124.69
900808,711999,2024-12-03,Late Delivery,Rejected,Bank Transfer,2296.04
900809,711679,2025-06-27,size issue,Requested,Store Credit,2059.83
900810,714740,2025-02-08,Damaged,Completed,Bank Transfer,3382.45
900811,705884,2025-01-11,Late Delivery,requested,UPI,3202.88
900812,707508,2024-04-10,Damaged,Requested,Bank Transfer,13537.42
900813,709402,2024-08-23,Changed Mind,approved,Bank Transfer,13100.17
900814,711014,2025-07-24,Not as Expected,approved,UPI,5811.38
900815,716497,2025-01-29,Changed Mind,approved,,9644.48
900816,718138,2025-08-19,Wrong Item,requested,Original Payment,1446.69
900817,714445,2025-10-08,Damaged,Completed,,1909.37
900818,702147,2024-02-02,Duplicate Order,Rejected,,2096.47
900819,709286,2024-05-18,damaged,Completed,Original Payment,1239.56
900820,700169,2024-08-29,size issue,Completed,,1042.7
900821,710754,2025-12-02,Wrong Item,Approved,Bank Transfer,8508.67
900822,704237,2025-10-01,Not as Expected,Rejected,,2159.5
900823,714436,2024-05-02,Duplicate Order,Rejected,,13414.85
900824,710942,2024-10-08,Size Issue,,original payment,551.07
900825,705836,2024-04-27,size issue,Requested,Store Credit,304.9
900826,717502,2025-07-05,damaged,Requested,UPI,7091.62
900827,711649,2025-11-19,Not as Expected,Rejected,UPI,3120.05
900828,713250,2024-11-15,,Approved,Store Credit,4172.13
900829,704388,2024-10-15,Late Delivery,Approved,original payment,25274.09
900830,708886,2025-07-28,Size Issue,,Bank Transfer,0.0
900831,714038,2025-04-09,Size Issue,Requested,Original Payment,20866.42
900832,706197,2025-07-04,Duplicate Order,Completed,UPI,12379.84
900833,712351,2025-03-17,size issue,Rejected,Bank Transfer,2090.19
900834,716974,2025-08-08,Late Delivery,Rejected,UPI,537.92
900835,705680,2025-12-27,Duplicate Order,Rejected,Store Credit,341.21
900836,705038,2026-01-07,damaged,Rejected,,480.42
900837,719718,2025-09-27,,approved,Store Credit,2377.75
900838,704717,2024-01-31,Not as Expected,Requested,Store Credit,5668.14
900839,714136,2025-07-17,Not as Expected,requested,,3370.04
900840,701772,2024-06-02,Duplicate Order,requested,Original Payment,7547.06
900841,705517,2025-04-18,Size Issue,Completed,original payment,716.42
900842,717678,2024-11-17,damaged,Requested,UPI,660.66
900843,704578,2024-04-09,,Requested,original payment,1795.52
900844,709323,2025-12-14,Changed Mind,,Original Payment,1251.2
900845,706458,2025-10-14,size issue,Rejected,Store Credit,991.29
900846,706009,2025-10-03,Late Delivery,Approved,Store Credit,6790.7
900847,715152,2025-01-16,Wrong Item,Rejected,Store Credit,2689.62
900848,701415,2024-02-14,Late Delivery,requested,,3529.87
900849,713292,2025-06-16,Damaged,Completed,Store Credit,29998.08
900850,705932,2024-09-01,damaged,,Original Payment,5189.78
900851,707707,2024-07-25,Size Issue,Completed,Bank Transfer,0.0
900852,713662,2025-02-06,Size Issue,approved,,3396.11
900853,717975,2025-02-15,Duplicate Order,,,14912.86
900854,711688,2025-05-08,Changed Mind,Rejected,original payment,2624.45
900855,713680,2025-09-17,Changed Mind,requested,Bank Transfer,7801.35
900856,706083,2025-09-06,Wrong Item,Approved,,8947.03
900857,715483,2025-03-14,Size Issue,Approved,,3053.05
900858,718227,2024-10-25,Changed Mind,requested,Bank Transfer,22226.99
900859,701426,2024-09-13,Size Issue,requested,Store Credit,9297.81
900860,719501,2025-03-28,Damaged,Requested,original payment,4369.53
900861,719667,2025-03-01,Wrong Item,Requested,Original Payment,988.73
900862,707140,2024-02-11,Late Delivery,approved,Store Credit,459.29
900863,715026,2024-07-15,Quality Issue,Completed,,1424.69
900864,714126,2025-05-23,Quality Issue,,Bank Transfer,2619.89
900865,710507,2025-08-23,Late Delivery,Requested,Bank Transfer,9178.07
900866,713115,2024-12-14,Damaged,Rejected,Bank Transfer,382.95
900867,707656,2026-01-08,Changed Mind,approved,Bank Transfer,25696.11
900868,705817,2025-12-27,damaged,approved,original payment,1181.59
900869,706494,2024-04-02,Damaged,,UPI,739403.82
900870,705415,2025-10-29,,Requested,,2106.82
900871,708008,2024-12-19,Quality Issue,Requested,Store Credit,1735.83
900872,713373,2025-06-11,Quality Issue,approved,Original Payment,1028.38
900873,703101,2025-04-28,Damaged,requested,original payment,4141.94
900874,712100,2024-06-19,Duplicate Order,,,493.01
900875,715490,2024-12-15,Not as Expected,requested,original payment,695.24
900876,708436,2025-01-09,Size Issue,Requested,,1818.97
900877,715442,2024-06-13,,Completed,Store Credit,1217.91
900878,719386,2024-02-01,Size Issue,,UPI,5630.1
900879,714581,2024-08-14,Not as Expected,approved,Bank Transfer,2492.0
900880,706675,2024-07-15,Size Issue,Requested,Bank Transfer,1959.01
900881,711116,2025-08-03,size issue,Rejected,Store Credit,6341.26
900882,709820,2025-06-30,Wrong Item,Approved,original payment,4297.53
900883,707469,2025-06-09,Late Delivery,approved,UPI,18348.07
900884,714915,2024-02-15,Late Delivery,,Bank Transfer,7552.72
900885,709218,2025-01-02,Duplicate Order,,Original Payment,2415.51
900886,701564,2024-03-01,Damaged,Rejected,,2699.84
900887,705033,2025-05-05,Wrong Item,Completed,original payment,1177.65
900888,705004,2024-07-29,damaged,approved,Store Credit,1413.73
900889,704868,2024-09-03,Not as Expected,requested,Bank Transfer,15220.36
900890,713962,2025-11-27,Not as Expected,approved,,3234.41
900891,714949,2024-12-12,Changed Mind,Rejected,UPI,0.0
900892,709474,2025-09-10,Duplicate Order,Rejected,original payment,382.69
900893,715766,2025-08-24,Wrong Item,approved,Original Payment,1945.98
900894,717307,2024-08-10,size issue,Requested,,1643.04
900895,712275,2024-02-18,Not as Expected,,original payment,3652.47
900896,702818,2024-06-09,Changed Mind,Requested,Store Credit,13601.56
900897,719855,2024-10-18,Duplicate Order,Completed,,964.28
900898,703023,2025-02-14,Damaged,approved,original payment,6437.85
900899,714861,2024-11-08,Damaged,requested,Original Payment,3669.8
900900,700112,2025-12-14,Size Issue,Approved,Original Payment,954.46
900901,709771,2025-07-12,Late Delivery,approved,Original Payment,22751.67
900902,700019,2025-11-16,Duplicate Order,Completed,,1841.23
900903,700053,2024-10-04,Changed Mind,Approved,UPI,5375.2
900904,709481,2025-08-17,damaged,Rejected,original payment,12714.55
900905,718237,2025-07-15,Wrong Item,Approved,Store Credit,2548.22
900906,716085,2024-02-16,Duplicate Order,Completed,Original Payment,1027.91
900907,704050,2024-03-20,damaged,,Store Credit,6625.91
900908,717760,2024-11-18,damaged,,,1028.56
900909,711900,2025-08-14,damaged,requested,,10867.99
900910,711929,2025-10-31,,Rejected,Bank Transfer,17830.08
900911,718500,2025-09-08,Quality Issue,approved,original payment,813.82
900912,713834,2024-06-03,Damaged,Completed,UPI,12168.34
900913,716596,2024-12-14,Changed Mind,Rejected,UPI,2321.54
900914,711493,2024-12-16,Quality Issue,Completed,original payment,2449.21
900915,702640,2025-06-18,Damaged,Completed,Original Payment,4755.6
900916,706693,2025-04-13,damaged,requested,Bank Transfer,1796.88
900917,702701,2024-04-12,damaged,Completed,Original Payment,780.91
900918,717645,2024-12-17,Not as Expected,requested,UPI,8332.93
900919,702380,2024-10-31,Damaged,requested,,6668.83
900920,715469,2025-08-27,size issue,Rejected,,17112.84
900921,714415,2024-05-16,,Requested,original payment,1256.9
900922,707269,2025-05-20,Not as Expected,Completed,Bank Transfer,1910.43
900923,707972,2025-01-28,Quality Issue,requested,UPI,646.28
900924,715039,2024-07-27,Damaged,Requested,Original Payment,3168.26
900925,707958,2024-02-28,Late Delivery,Approved,Bank Transfer,115.7
900926,717498,2026-01-19,Quality Issue,Requested,Bank Transfer,4697.63
900927,707924,2025-08-18,Damaged,Approved,original payment,943.32
900928,714433,2024-11-15,Changed Mind,Requested,,3490.77
900929,712649,2024-02-07,Quality Issue,Approved,original payment,4996.24
900930,712853,2024-02-26,Damaged,Requested,Bank Transfer,14577.77
900931,717041,2025-05-01,Quality Issue,Approved,Bank Transfer,3315.2
900932,709538,2025-12-14,Size Issue,Rejected,Bank Transfer,6419.01
900933,712619,2024-08-20,Quality Issue,Requested,UPI,3924.18
900934,700334,2024-10-06,Late Delivery,Rejected,original payment,1377.54
900935,703352,2025-11-21,size issue,Completed,Store Credit,2153.88
900936,706212,2026-01-09,Wrong Item,Completed,Bank Transfer,3530.52
900937,707048,2025-09-06,Wrong Item,Approved,,1120.22
900938,706571,2024-02-26,Late Delivery,Completed,Bank Transfer,5019.07
900939,716046,2024-11-13,Quality Issue,Completed,Store Credit,1695.14
900940,703768,2024-05-03,Late Delivery,Approved,Bank Transfer,1686.49
900941,701923,2024-08-05,Changed Mind,Approved,Bank Transfer,7969.35
900942,714369,2024-12-05,Changed Mind,Completed,original payment,3581.68
900943,712091,2024-03-07,size issue,Requested,original payment,1305.81
900944,701989,2024-10-10,damaged,approved,Store Credit,1704.37
900945,716250,2024-07-11,Size Issue,approved,original payment,3796.75
900946,719246,2025-09-15,Duplicate Order,Requested,Bank Transfer,1735.87
900947,715234,2024-08-02,Damaged,Requested,Original Payment,2917.78
900948,706166,2025-02-20,Duplicate Order,Rejected,UPI,1827.14
900949,719340,2024-08-18,Late Delivery,Completed,UPI,6831.28
900950,703662,2024-07-30,Not as Expected,Approved,UPI,3635.98
900951,706172,2025-08-25,Quality Issue,approved,original payment,5922.73
900952,706509,2024-06-26,Changed Mind,Requested,UPI,1278039.21
900953,713452,2024-01-12,Not as Expected,,Bank Transfer,1939.33
900954,715931,2025-12-21,Damaged,Rejected,UPI,4450.29
900955,709677,2024-10-03,Damaged,Approved,,1002.7
900956,704453,2024-02-27,Quality Issue,,Bank Transfer,12219.66
900957,708802,2024-11-04,,Approved,Original Payment,6124.35
900958,702346,2025-04-23,,Completed,UPI,5393.63
900959,701676,2025-02-22,Duplicate Order,,Bank Transfer,4331.58
900960,705383,2024-05-01,size issue,Completed,Original Payment,4615.85
900961,710252,2024-07-16,Wrong Item,,Bank Transfer,3110.85
900962,709509,2024-05-18,size issue,Approved,,3979.23
900963,719440,2025-03-12,Not as Expected,Rejected,,1712.03
900964,717905,2025-11-27,Not as Expected,,Original Payment,16151.2
900965,709699,2025-04-27,Changed Mind,Rejected,Original Payment,8174.74
900966,700158,2025-09-03,Wrong Item,requested,Bank Transfer,4552.45
900967,712141,2024-04-28,Late Delivery,approved,Bank Transfer,2150.21
900968,709191,2024-04-07,Quality Issue,Approved,Bank Transfer,4766.48
900969,701851,2025-06-15,Late Delivery,,Store Credit,5140.04
900970,717982,2024-09-11,Damaged,Approved,Store Credit,0.0
900971,717445,2024-03-21,,Completed,Bank Transfer,28391.1
900972,702558,2025-08-29,size issue,Approved,Bank Transfer,10237.42
900973,710505,2024-07-05,Damaged,,original payment,714.29
900974,701382,2025-01-26,Late Delivery,Completed,Bank Transfer,1634.1
900975,717683,2025-02-20,,Approved,UPI,5545.05
900976,700460,2025-01-22,Size Issue,approved,Original Payment,1296.7
900977,717255,2024-02-25,size issue,,Store Credit,2791.09
900978,718614,2024-11-11,Changed Mind,,Bank Transfer,2129.84
900979,703531,2025-11-07,Damaged,requested,,9653.32
900980,704339,2025-06-30,Quality Issue,Completed,,2621.26
900981,714576,2024-11-02,damaged,requested,Store Credit,3852.52
900982,706576,2024-11-03,Size Issue,Completed,original payment,3637.98
900983,701255,2024-08-04,size issue,Requested,Original Payment,11162.04
900984,715098,2024-04-01,Changed Mind,requested,,5196.8
900985,702789,2025-09-25,Not as Expected,approved,,16647.57
900986,704643,2024-08-26,Quality Issue,Approved,UPI,2854.45
900987,707127,2025-10-04,damaged,Requested,Bank Transfer,3979.91
900988,716221,2024-04-11,Size Issue,Requested,Store Credit,0.0
900989,703748,2025-04-22,Late Delivery,,UPI,1406.83
900990,716902,2024-06-01,,Completed,Original Payment,683.27
900991,706701,2025-12-13,damaged,Completed,original payment,0.0
900992,706284,2025-01-25,Wrong Item,Requested,,803.91
900993,710994,2025-02-07,Late Delivery,requested,UPI,5513.19
900994,710046,2024-11-16,Wrong Item,Approved,UPI,1238.88
900995,713464,2024-03-07,size issue,Approved,,1779.52
900996,715626,2025-10-01,damaged,Rejected,Original Payment,3248.05
900997,708616,2025-02-01,damaged,approved,Original Payment,3174.63
900998,709751,2024-11-16,Damaged,requested,original payment,1813.58
900999,705294,2024-06-25,,requested,Original Payment,239.93
901000,709148,2025-08-04,Duplicate Order,Requested,Bank Transfer,17704.28
901001,713332,2025-10-06,damaged,Approved,,16332.87
901002,705376,2024-08-17,Damaged,approved,Store Credit,848.91
901003,708393,2025-02-02,damaged,requested,UPI,3655.64
901004,702354,2025-09-08,Not as Expected,Rejected,UPI,4095.13
901005,710980,2025-11-29,Quality Issue,requested,Bank Transfer,5573.7
901006,708192,2024-12-24,Quality Issue,Requested,Store Credit,1348.62
901007,705608,2024-12-08,Size Issue,Completed,Store Credit,12315.95
901008,711092,2025-03-30,,requested,,6671.69
901009,714538,2026-01-15,,approved,Bank Transfer,4043.98
901010,705801,2025-04-09,Changed Mind,,Store Credit,3215.75
901011,702258,2025-07-02,Damaged,requested,Bank Transfer,701.84
901012,714116,2026-01-24,damaged,requested,original payment,1316.01
901013,715235,2024-06-30,Size Issue,Completed,UPI,1958.92
901014,711782,2025-12-29,damaged,Rejected,Original Payment,1887.7
901015,708170,2024-02-04,Size Issue,requested,original payment,2205.34
901016,704325,2025-12-20,Not as Expected,Requested,original payment,11066.96
901017,710696,2025-05-24,Changed Mind,approved,Bank Transfer,2721.23
901018,713273,2024-06-14,Size Issue,requested,UPI,14325.43
901019,709876,2024-06-01,Not as Expected,Approved,Original Payment,2436.77
901020,713221,2024-03-27,,,original payment,2099.78
901021,707333,2024-06-30,Size Issue,Rejected,Bank Transfer,1638.59
901022,706754,2024-06-01,size issue,approved,Original Payment,3750.08
901023,711457,2025-07-31,Size Issue,Approved,original payment,290.58
901024,704609,2025-09-24,Quality Issue,approved,original payment,18350.64
901025,714457,2025-10-23,Size Issue,Completed,Original Payment,17094.72
901026,700357,2024-11-19,Size Issue,Completed,Original Payment,1375.07
901027,719868,2025-11-26,damaged,approved,Bank Transfer,12885.97
901028,701965,2024-06-21,Changed Mind,requested,UPI,1931.81
901029,710453,2024-03-13,Quality Issue,Rejected,Store Credit,944.51
901030,705563,2025-07-18,Size Issue,,UPI,1552.39
901031,702027,2026-01-27,Not as Expected,requested,UPI,5604.2
901032,711634,2025-12-04,Damaged,Rejected,UPI,370.05
901033,719752,2026-01-14,Changed Mind,requested,,4060.05
901034,715244,2024-07-27,Wrong Item,Requested,UPI,4298.42
901035,717832,2024-04-10,Late Delivery,Approved,UPI,9368.09
901036,700309,2024-07-18,Wrong Item,approved,Bank Transfer,2176.27
901037,700866,2025-11-12,Late Delivery,,Original Payment,3705.85
901038,715825,2025-12-31,Late Delivery,Rejected,Original Payment,1420.44
901039,713504,2025-06-19,Duplicate Order,Completed,Bank Transfer,4629.42
901040,704248,2025-08-26,size issue,Requested,Store Credit,3697.06
901041,711320,2024-05-06,,,original payment,6669.26
901042,701357,2024-04-02,,Approved,UPI,21205.21
901043,707377,2025-10-10,Duplicate Order,approved,UPI,12782.43
901044,712966,2024-06-25,Changed Mind,Requested,Original Payment,0.0
901045,700551,2025-04-09,damaged,approved,Store Credit,7339.96
901046,700451,2025-03-12,damaged,Requested,Bank Transfer,13767.36
901047,717867,2024-09-06,Wrong Item,Approved,Store Credit,466.63
901048,702482,2025-04-12,Damaged,Rejected,Original Payment,3310.28
901049,710000,2024-03-11,Quality Issue,Approved,,21736.41
901050,706054,2024-02-15,Not as Expected,Completed,,322.84
901051,715841,2025-04-10,,Rejected,,1754.42
901052,703545,2025-08-22,Wrong Item,,UPI,3342.17
901053,710662,2024-07-16,damaged,requested,Bank Transfer,257.13
901054,712509,2025-05-09,size issue,approved,Bank Transfer,18732.13
901055,703055,2025-10-11,Duplicate Order,Rejected,original payment,20109.17
901056,714762,2024-06-11,Quality Issue,approved,UPI,2209.17
901057,713451,2025-06-05,Wrong Item,,Original Payment,5236.46
901058,700415,2025-11-02,Damaged,Requested,Store Credit,3414.6
901059,717791,2025-10-30,Late Delivery,requested,original payment,3616.55
901060,719114,2025-11-23,size issue,Completed,Bank Transfer,19467.36
901061,716676,2025-10-04,Not as Expected,Requested,Store Credit,7222.61
901062,709592,2025-02-13,Changed Mind,requested,,3465.52
901063,710587,2025-10-07,Changed Mind,requested,Original Payment,4777.92
901064,714619,2025-11-03,size issue,requested,UPI,3609.48
901065,708477,2025-04-06,,,,1655.39
901066,705090,2025-02-14,Not as Expected,Requested,UPI,19980.92
901067,716041,2024-04-19,Not as Expected,requested,original payment,4589.72
901068,716180,2024-12-04,Not as Expected,Rejected,Original Payment,538.21
901069,701476,2025-12-09,Changed Mind,,Original Payment,1618.29
901070,713220,2024-12-10,Quality Issue,Completed,original payment,2584.73
901071,717319,2025-10-06,Damaged,approved,UPI,23685.39
901072,704557,2025-12-14,Damaged,,original payment,24396.71
901073,703967,2025-03-18,Late Delivery,requested,Bank Transfer,0.0
901074,708459,2025-09-18,Duplicate Order,,Original Payment,5867.23
901075,719099,2025-05-22,Wrong Item,Rejected,UPI,4296.98
901076,712864,2025-03-10,Late Delivery,Requested,Bank Transfer,3554.66
901077,703995,2024-08-03,Damaged,,original payment,1554.94
901078,710302,2024-03-18,Damaged,approved,UPI,844.48
901079,703752,2025-02-07,Changed Mind,Requested,Bank Transfer,6967.48
901080,700307,2025-07-05,Changed Mind,,Original Payment,5850.04
901081,712455,2025-02-14,Damaged,,,36597.85
901082,711039,2024-08-13,Damaged,Completed,Original Payment,49446.09
901083,712942,2025-03-19,,Completed,Original Payment,681.62
901084,709326,2025-07-26,Changed Mind,approved,,1500.64
901085,700045,2025-01-07,Late Delivery,approved,UPI,27004.69
901086,707571,2025-08-24,Late Delivery,,Original Payment,36084.47
901087,712553,2024-12-12,Wrong Item,Rejected,Bank Transfer,2599.75
901088,710499,2025-07-07,Changed Mind,Requested,,5223.8
901089,710940,2026-01-08,Duplicate Order,Completed,Bank Transfer,494.59
901090,708933,2024-05-04,Duplicate Order,requested,Original Payment,679.47
901091,708865,2024-10-10,Damaged,requested,Bank Transfer,914.55
901092,710327,2025-06-14,damaged,,Store Credit,1652.98
901093,711636,2024-02-13,Quality Issue,Requested,Bank Transfer,7559.01
901094,711419,2024-10-27,Not as Expected,Rejected,Bank Transfer,12444.92
901095,715263,2024-05-17,size issue,Rejected,Store Credit,2518.05
901096,708645,2025-04-01,Not as Expected,requested,Store Credit,6803.49
901097,717228,2025-05-21,Changed Mind,,Original Payment,297.21
901098,708988,2025-06-10,Size Issue,approved,Store Credit,4426.68
901099,716563,2024-05-12,Duplicate Order,requested,Store Credit,725.45
901100,711252,2025-01-19,Late Delivery,,Bank Transfer,2291.83
901101,718150,2024-05-08,Quality Issue,Requested,,5946.92
901102,705596,2024-10-02,Changed Mind,Completed,,6475.54
901103,705772,2025-08-02,Not as Expected,requested,Original Payment,6716.15
901104,712393,2025-05-05,Size Issue,Completed,original payment,4357.91
901105,709132,2025-05-05,Size Issue,approved,original payment,8755.18
901106,709867,2026-01-05,Changed Mind,Completed,original payment,6078.56
901107,719961,2025-01-24,Changed Mind,Rejected,,9939.33
901108,712739,2025-03-14,Late Delivery,Requested,original payment,18061.9
901109,702239,2025-07-30,Wrong Item,Rejected,,1915.67
901110,703544,2025-06-29,Size Issue,approved,Bank Transfer,1077.42
901111,715616,2025-04-19,Size Issue,Completed,UPI,47387.23
901112,714923,2025-09-07,Wrong Item,Requested,original payment,5041.25
901113,705494,2024-02-17,Wrong Item,Approved,Original Payment,3652.16
901114,712790,2025-07-15,Wrong Item,,Original Payment,4943.19
901115,713426,2024-02-04,Damaged,,Bank Transfer,15263.93
901116,714544,2024-05-30,Size Issue,requested,original payment,13924.14
901117,704730,2025-11-26,Duplicate Order,Approved,,19729.38
901118,709047,2025-01-11,Quality Issue,Requested,,1800.58
901119,715299,2025-04-21,Duplicate Order,,Original Payment,1126.31
901120,711127,2024-07-22,Quality Issue,Requested,Bank Transfer,2774.24
901121,717343,2024-07-17,Late Delivery,approved,original payment,4661.32
901122,711251,2024-01-31,Damaged,Requested,UPI,1572.62
901123,712662,2024-05-04,,Requested,Original Payment,143336.25
901124,700894,2024-02-20,Quality Issue,Requested,,17319.27
901125,705530,2024-10-09,Duplicate Order,Approved,UPI,336.31
901126,700214,2024-11-15,Size Issue,requested,UPI,0.0
901127,712316,2025-09-08,size issue,Approved,original payment,1914.6
901128,700729,2025-04-07,Not as Expected,,original payment,2730.16
901129,700468,2025-07-26,Quality Issue,Completed,original payment,1493.4
901130,710052,2024-12-09,Duplicate Order,requested,Bank Transfer,19773.5
901131,708124,2025-03-10,Wrong Item,Completed,UPI,1266.62
901132,718902,2024-07-21,Wrong Item,Requested,original payment,3559.36
901133,708698,2025-05-25,Size Issue,Rejected,Bank Transfer,0.0
901134,712826,2024-07-07,Changed Mind,Requested,Original Payment,10628.57
901135,715354,2024-01-30,size issue,requested,UPI,2399.18
901136,709655,2025-06-20,damaged,Requested,Original Payment,3323.63
901137,717342,2025-04-03,,Rejected,UPI,3230.9
901138,700735,2025-06-11,Not as Expected,Completed,,405.32
901139,707864,2024-12-06,,Requested,Original Payment,3373.15
901140,712995,2025-06-14,,Rejected,Store Credit,1022.97
901141,713717,2025-08-04,,Rejected,Store Credit,1139.73
901142,701864,2024-09-18,Wrong Item,Completed,Bank Transfer,3566.72
901143,704613,2024-07-02,size issue,Requested,UPI,6709.86
901144,704189,2025-07-14,damaged,Approved,Store Credit,27208.9
901145,702500,2026-01-27,size issue,Requested,UPI,1964.72
901146,712639,2024-11-01,Quality Issue,Completed,,1560.0
901147,704206,2024-02-05,Changed Mind,requested,Store Credit,11131.95
901148,717896,2025-05-18,Not as Expected,Approved,UPI,5054.05
901149,706536,2024-07-16,Changed Mind,,Store Credit,255.69
901150,706482,2024-02-14,Damaged,requested,Store Credit,7564.14
901151,707853,2025-03-28,size issue,Approved,Original Payment,6535.75
901152,717753,2024-11-10,Duplicate Order,Completed,Bank Transfer,9128.24
901153,702340,2026-01-01,Quality Issue,Requested,Bank Transfer,2287.59
901154,708784,2024-12-16,size issue,Approved,,3569.49
901155,700976,2024-06-09,Not as Expected,approved,,20513.85
901156,707354,2025-01-22,damaged,requested,Bank Transfer,6128.97
901157,700528,2025-09-10,Duplicate Order,approved,Original Payment,771.34
901158,710359,2024-04-14,Late Delivery,Rejected,UPI,1302.16
901159,719590,2024-04-26,Quality Issue,approved,Store Credit,10398.37
901160,710780,2024-05-28,Wrong Item,Requested,original payment,1423.62
901161,710142,2025-06-25,Wrong Item,Rejected,original payment,8216.48
901162,701105,2025-04-13,Size Issue,Rejected,Store Credit,13108.88
901163,709994,2024-11-05,Not as Expected,Approved,Bank Transfer,3112.55
901164,704588,2025-03-17,Late Delivery,requested,Bank Transfer,1505.54
901165,705991,2025-02-25,Size Issue,,Store Credit,7169.24
901166,707872,2025-09-04,Wrong Item,approved,Bank Transfer,1089.89
901167,716895,2025-07-31,Size Issue,Completed,original payment,4960.26
901168,715630,2025-11-30,size issue,Requested,,800.62
901169,706217,2024-11-14,,Approved,Bank Transfer,3630.76
901170,707059,2024-06-15,Quality Issue,Requested,UPI,1870.18
901171,700388,2025-03-24,,requested,Original Payment,922.31
901172,706092,2025-01-20,Wrong Item,Approved,,828.45
901173,709839,2025-07-03,Wrong Item,Requested,Original Payment,16038.56
901174,717059,2024-04-11,Changed Mind,approved,original payment,9029.5
901175,703885,2024-10-14,Not as Expected,approved,original payment,1182.13
901176,709179,2025-10-25,Changed Mind,Completed,,3332.87
901177,718239,2024-04-16,Damaged,,UPI,6673.62
901178,705024,2025-10-22,Late Delivery,Rejected,Store Credit,6377.79
901179,711613,2024-07-07,Size Issue,approved,,4698.03
901180,713344,2025-10-03,Quality Issue,,Bank Transfer,1250.09
901181,709708,2024-10-20,Wrong Item,,Bank Transfer,2584.18
901182,703590,2025-08-06,Size Issue,Completed,original payment,6961.53
901183,718380,2025-01-22,damaged,Requested,,5439.46
901184,716779,2024-05-12,Late Delivery,approved,Original Payment,9992.04
901185,717846,2025-03-27,Quality Issue,Approved,UPI,829.69
901186,708002,2024-11-23,damaged,Rejected,original payment,21491.83
901187,711064,2024-05-06,Not as Expected,Approved,,5984.24
901188,703994,2025-12-29,Late Delivery,,,869.94
901189,704561,2025-02-04,Late Delivery,Completed,Original Payment,13432.33
901190,711233,2025-12-19,damaged,,Bank Transfer,4770.86
901191,706201,2024-05-18,Late Delivery,Approved,,562.96
901192,708482,2024-11-02,Duplicate Order,Requested,Original Payment,1770.02
901193,718363,2025-07-20,Late Delivery,,Original Payment,11332.58
901194,706063,2024-03-18,Changed Mind,Approved,original payment,6617.36
901195,711135,2024-04-06,Duplicate Order,approved,UPI,5121.7
901196,715933,2024-03-09,damaged,Completed,Store Credit,5962.75
901197,709162,2025-04-13,size issue,Requested,Bank Transfer,3964.52
901198,714008,2024-01-21,,Requested,UPI,2732.03
901199,710584,2025-04-12,Not as Expected,requested,original payment,4146.72
901200,710020,2024-05-20,Wrong Item,approved,Store Credit,2445.9
901201,709519,2024-04-27,Not as Expected,Rejected,Store Credit,1674.18
901202,710985,2024-04-18,Size Issue,Approved,Store Credit,3419.84
901203,709574,2024-09-15,Changed Mind,Completed,,9189.92
901204,715734,2024-02-08,Size Issue,,Store Credit,1426.9
901205,700397,2024-09-02,Changed Mind,requested,original payment,316.3
901206,707076,2025-11-13,Changed Mind,requested,Store Credit,1697.36
901207,713077,2025-10-04,Size Issue,Rejected,Original Payment,1089.24
901208,703848,2025-12-23,Duplicate Order,Approved,original payment,14464.29
901209,705584,2025-11-25,size issue,requested,,17615.97
901210,716365,2025-06-01,damaged,requested,Bank Transfer,1928.01
901211,716435,2025-07-15,size issue,Rejected,UPI,61473.19
901212,709182,2025-10-29,Wrong Item,Rejected,,762.96
901213,717366,2025-06-04,Duplicate Order,requested,Bank Transfer,0.0
901214,702132,2025-02-02,Duplicate Order,Completed,original payment,5463.02
901215,700655,2024-06-15,damaged,requested,,2651.59
901216,711855,2024-03-26,Duplicate Order,Completed,Original Payment,943.02
901217,705136,2024-03-31,Wrong Item,Completed,Original Payment,15418.72
901218,707845,2024-11-06,Damaged,,Store Credit,2851.18
901219,719497,2025-11-15,size issue,approved,Original Payment,4434.93
901220,706353,2024-03-14,Duplicate Order,Requested,original payment,5383.45
901221,707374,2024-08-25,damaged,Completed,Bank Transfer,4968.55
901222,703639,2024-08-31,,requested,Bank Transfer,776.59
901223,701764,2025-02-28,Size Issue,requested,Original Payment,6804.51
